ID,score
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_1_0110000,2
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_2_0110000,4
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_3_0110000,5
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_4_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,5
nl_5_0110000,6
nl_5_0110000,5
nl_5_0110000,6
nl_5_0110000,5
nl_5_0110000,5
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,5
nl_5_0110000,5
nl_5_0110000,5
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,5
nl_5_0110000,6
nl_5_0110000,5
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,6
nl_5_0110000,5
nl_5_0110000,6
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_6_0110000,4
nl_7_0110000,2
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,2
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_7_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_8_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
nl_9_0110000,6
