ID,score
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_1_0100000,4
nl_2_0100000,2
nl_2_0100000,2
nl_2_0100000,4
nl_2_0100000,2
nl_2_0100000,2
nl_2_0100000,3
nl_2_0100000,2
nl_2_0100000,2
nl_2_0100000,4
nl_2_0100000,4
nl_2_0100000,4
nl_2_0100000,2
nl_2_0100000,4
nl_2_0100000,4
nl_2_0100000,3
nl_2_0100000,3
nl_2_0100000,2
nl_2_0100000,3
nl_2_0100000,4
nl_2_0100000,4
nl_2_0100000,3
nl_2_0100000,2
nl_2_0100000,3
nl_2_0100000,2
nl_2_0100000,4
nl_2_0100000,3
nl_2_0100000,4
nl_2_0100000,2
nl_2_0100000,4
nl_2_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_3_0100000,4
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_4_0100000,6
nl_5_0100000,5
nl_5_0100000,5
nl_5_0100000,5
nl_5_0100000,5
nl_5_0100000,5
nl_5_0100000,4
nl_5_0100000,5
